Raf,Mek,Plcg,PIP2,PIP3,Erk,Akt,PKA,PKC,P38,Jnk
661.1,922.9,291.7,6768.8,561.0,1351.3,431.2,926.5,7342.7,2293.8,1013.4
1759.3,1154.7,1679.2,3278.3,1387.3,2156.0,2184.6,1392.8,1003.5,1187.8,3163.2
3381.0,727.6,1467.3,990.0,3428.8,1240.2,10516.9,2152.4,4654.5,803.0,1825.1
2960.0,791.0,1837.7,4194.3,1391.4,914.7,7649.3,708.1,2048.2,1026.0,854.5
3272.6,1533.9,2501.7,297.6,2704.0,1015.9,402.2,8166.5,2924.3,2168.6,4912.5
2204.1,954.4,1571.9,1050.8,1211.6,661.1,832.1,3698.4,2358.2,1209.0,794.4
1307.3,470.1,2000.8,3852.1,12011.0,748.0,3725.8,1026.8,733.1,732.8,2023.5
858.7,1112.7,1271.2,1000.3,943.8,259.0,1938.3,1908.6,955.4,2412.2,5527.7
1842.5,5240.7,10834.7,13690.0,698.8,701.7,1267.1,2004.1,6433.8,2986.3,690.5
1108.4,1748.3,549.3,1827.9,698.7,482.7,847.6,2512.0,2498.1,1953.4,3997.0
3671.9,2129.2,1906.7,2005.5,1606.6,317.5,4484.5,2485.0,683.3,5666.1,1127.8
1658.7,4100.5,2156.2,5262.2,1364.2,6994.9,970.4,5188.0,295.3,749.8,2294.7
1312.4,1703.1,1869.3,697.3,740.4,2177.0,1061.0,5286.1,1550.7,3213.1,2576.7
1117.7,370.8,4665.5,826.2,1309.0,1602.5,1735.7,3903.3,1816.5,1632.9,4083.7
2923.5,1003.8,722.2,935.5,1738.2,667.2,1944.2,1630.5,236.5,587.0,179.7
1373.2,4269.3,398.4,627.8,1586.1,772.0,769.0,2788.5,1216.9,550.4,340.3
10580.1,4458.9,1259.8,1939.7,1223.1,2719.9,912.9,1170.8,2602.7,5785.4,3271.9
4851.9,1408.2,1098.4,383.5,1915.5,2448.5,1422.3,971.3,4888.9,2997.2,5168.1
843.1,1026.0,4734.1,1740.8,1146.8,1212.4,1792.1,4033.4,1590.2,3403.0,2627.8
895.5,894.9,1261.2,620.5,1198.3,6067.8,1763.2,979.3,8371.6,858.8,837.6
4834.8,3068.8,1629.4,3517.6,2299.6,700.0,265.6,1148.4,4306.8,1283.3,2612.5
2095.6,466.5,1306.2,2409.3,963.2,1352.9,2473.5,1916.2,4177.7,2457.6,841.6
1233.9,1837.6,5275.0,1237.9,452.1,2572.0,987.8,646.6,1835.4,3937.5,1142.4
2689.9,3119.8,3406.5,1006.4,737.4,822.4,3404.2,3083.8,840.7,9957.8,764.3
4022.1,6098.1,1974.0,976.7,994.0,1466.1,4292.8,692.4,415.3,2415.5,2879.3
8728.7,598.3,1623.2,4580.1,1991.6,1546.3,3401.3,1119.3,3572.9,663.2,536.2
1452.6,232.6,1934.8,452.1,2266.4,2097.2,1712.4,2563.5,2128.9,1430.2,7822.9
2476.6,3352.7,4266.1,3085.7,9416.9,2064.8,1798.0,1075.3,1472.9,1007.3,3108.1
871.4,1918.0,2828.9,2039.1,882.9,3162.6,1688.7,181.6,823.3,5546.4,5928.1
2754.2,3385.5,970.1,1468.3,4857.6,2542.1,1904.5,1557.1,4626.6,4436.5,3040.4
1906.5,1359.1,3147.6,748.8,883.9,566.3,4857.0,1015.8,2497.9,1635.3,18361.9
2574.8,407.6,4630.2,1326.5,1539.6,1055.7,2114.3,2092.3,1078.8,1204.1,1960.6
277.5,570.7,6877.4,2350.2,1188.1,465.5,1728.4,3976.5,14933.5,8214.4,889.3
1216.0,557.1,922.1,1525.0,1347.9,9354.9,631.3,1744.0,347.0,2356.0,618.1
4368.2,1432.5,589.0,336.2,826.4,2189.7,2533.1,1213.5,3792.0,728.8,173.9
2266.6,5075.0,5112.6,639.2,1169.4,3226.2,1094.8,1967.1,1019.3,756.3,882.6
3883.8,1828.1,5001.6,2741.7,6536.6,3478.8,3319.2,1641.9,20077.7,1978.6,372.9
2240.4,824.0,4079.0,3231.3,1551.2,888.6,2032.7,1082.5,3395.6,2820.9,18935.1
1266.4,1418.4,1597.5,1654.4,4112.0,1449.4,8759.6,2880.8,1225.9,999.2,4157.6
1849.8,1821.2,1120.1,1721.3,1084.5,5374.2,3208.8,1572.1,1553.7,1946.4,1800.0
840.9,395.2,955.1,1631.4,1002.0,3482.4,1505.2,8093.8,1153.8,2023.5,1435.0
2570.4,4241.2,2941.4,356.2,2697.0,805.4,1411.2,3138.4,738.2,4558.5,1362.8
10267.6,1910.2,7074.7,4713.3,1108.9,638.2,1980.1,1134.4,6398.2,1484.0,1421.8
591.9,2528.5,706.7,2575.9,2875.8,992.5,3886.5,1451.1,557.2,6224.4,863.7
2712.6,2541.8,2468.5,2434.5,832.0,6995.9,3885.5,2644.0,622.4,826.6,3059.4
364.0,2370.8,623.3,902.9,584.7,2201.5,4416.4,2388.5,2607.8,2068.1,3121.8
2627.2,206.0,3733.3,3432.1,1353.1,372.6,2195.1,2348.0,1271.1,2099.3,4261.9
12308.2,2033.5,2361.7,935.4,1210.6,1621.6,4638.6,3481.3,8463.2,548.8,627.0
4366.3,5762.3,1856.6,50.8,997.4,2364.7,880.5,2096.7,8257.2,5658.5,3453.4
1717.2,1217.1,3315.0,1845.1,1896.5,522.7,1020.8,3299.4,749.3,2236.3,2514.9
2635.2,2830.5,2987.5,1097.7,558.8,898.9,3242.0,691.8,786.4,783.0,412.9
722.3,4025.2,1019.0,446.2,1200.7,2720.1,418.0,3876.3,570.9,1317.7,1304.3
1153.8,1716.7,3370.6,1750.0,1113.7,2606.8,2134.1,1058.3,1870.3,990.4,904.5
3444.9,2585.2,3348.6,3005.2,889.1,4028.0,1425.0,3802.3,1635.8,2322.8,2379.3
3465.3,489.0,512.3,3094.5,2404.5,972.1,2419.8,586.2,24622.9,5162.9,2974.5
1920.8,1102.1,633.9,1650.7,908.9,952.3,582.1,2207.8,1337.3,2774.0,2606.3
2172.4,15177.2,3494.6,659.5,2609.7,1731.6,618.2,579.8,2598.2,3159.1,782.9
3929.0,2270.9,4706.4,4323.0,1592.8,6690.7,735.6,12237.2,895.1,1739.9,1148.5
1337.5,18748.0,1248.7,3572.0,1497.7,3824.7,1169.9,2219.2,2989.8,1014.9,16418.8
3117.4,1509.0,1035.1,1945.7,683.5,7523.9,2552.9,1685.2,4174.6,1015.1,717.1
1629.3,2002.3,2764.1,555.0,1255.1,153.4,702.1,3204.2,3900.3,725.2,1394.5
1845.5,4283.3,6144.3,2043.6,1467.8,569.7,1971.3,9508.5,5075.4,2079.5,2304.7
1042.3,1358.7,2034.7,2039.6,4058.6,3903.6,2742.0,813.0,837.9,888.6,2182.9
357.4,1799.0,5579.8,3082.4,1365.7,1034.2,3444.6,2309.6,1484.5,1128.6,1922.0
1418.8,3386.3,4880.2,605.6,678.1,5315.8,2064.5,731.2,3970.3,2376.4,10536.5
1497.8,4389.5,567.3,5523.8,3848.1,6525.5,4396.1,1670.3,708.5,1117.0,441.9
865.5,2542.0,1740.3,1511.9,958.6,437.9,2091.6,2448.7,817.9,1180.0,6208.7
4571.5,551.4,1689.7,5790.4,1520.6,1458.0,4333.8,3982.5,3820.9,1466.2,3072.7
5977.7,1737.3,1309.3,4837.0,9286.8,9818.3,1340.0,1452.1,793.7,1987.1,765.6
1186.4,3168.2,2470.0,424.7,6350.2,757.8,838.2,671.1,1065.3,882.3,899.7
251.8,2006.1,2176.9,10889.2,2668.0,1215.3,691.9,1674.0,2588.9,1208.7,1898.5
8249.3,1329.7,399.6,3636.5,2325.0,460.7,2545.6,813.8,2573.6,8315.0,1569.4
4301.1,676.7,536.2,9080.6,2312.9,3008.9,4544.2,1185.3,3498.5,3099.0,641.7
6065.6,5143.5,647.4,2122.2,1502.9,5623.1,584.9,32271.2,1572.5,3264.2,5486.2
1545.7,1649.2,1209.2,890.4,2247.3,1622.6,1202.9,1260.5,2866.9,955.2,1483.9
3710.5,2203.5,780.8,1773.8,2564.8,3989.5,988.0,1156.5,1036.8,1078.8,2499.9
2909.1,4191.1,1680.9,587.4,3088.9,2053.5,1896.9,647.6,1545.9,695.8,2658.6
1281.9,1193.2,528.6,4112.0,1470.2,1938.3,1003.9,482.8,1181.7,1343.1,2285.2
1361.0,1017.7,543.1,1879.5,956.0,5201.2,2038.8,2834.7,1481.7,2123.9,886.6
704.5,1830.1,2853.5,381.2,1212.8,7892.7,2652.8,6186.5,1088.7,1253.5,3918.2
2977.4,1676.5,658.5,4561.8,13469.5,514.1,5557.5,1243.1,1384.7,2243.3,689.2
1755.1,498.2,2646.2,10796.5,1084.0,1579.7,1643.2,3980.5,2501.0,3775.5,1205.9
2557.7,122.2,3084.0,682.5,1391.2,3282.0,529.1,4322.3,1636.9,5781.9,878.1
424.0,1766.7,2891.9,3092.5,729.0,492.9,1408.3,2733.0,2624.5,6359.5,1341.1
413.3,4709.5,2113.6,2266.0,3339.8,4968.7,1775.1,4634.3,2812.2,1070.1,1500.3
2961.3,1025.5,3674.5,2052.0,2453.6,5723.9,2404.9,1914.3,1692.4,1623.4,2321.2
5381.2,1108.3,1043.2,5054.5,1149.5,2149.3,1126.2,471.7,2118.7,4412.2,1720.5
552.6,1972.9,987.6,222.4,1694.8,2735.7,4638.6,7372.3,3043.5,3815.6,647.0
6617.4,4983.5,1347.9,3119.2,2878.0,5861.6,1602.2,995.3,1221.7,3705.0,389.2
164.4,3697.5,2252.6,1834.9,636.2,460.4,1088.3,2414.8,1131.6,3714.8,842.8
1193.4,3173.4,1337.4,1391.5,1080.5,931.5,2400.3,2662.4,2168.3,1104.4,1538.9
6481.8,580.1,8174.0,1958.2,1565.4,3876.6,345.9,5454.8,7991.9,4317.3,336.4
3332.0,6746.6,6211.8,586.1,4076.9,7604.2,1851.2,565.6,3508.4,4201.0,1617.5
697.4,3965.9,977.5,2484.6,6288.8,479.6,3737.6,1532.6,1564.7,2728.4,975.4
706.3,433.8,4843.6,1343.0,2852.5,1226.6,713.8,3046.8,2350.5,1495.9,2302.0
838.5,4223.8,5084.3,3319.1,1342.7,1896.0,6342.8,5038.8,8911.5,968.3,901.3
2013.2,2503.7,1613.5,1323.8,4983.6,1681.5,683.9,750.1,2203.2,19972.7,828.2
1405.4,12380.1,1227.3,2602.9,8109.0,844.6,1411.8,1227.2,536.8,6345.4,1131.9
897.0,1267.1,3801.2,1978.9,959.7,2508.2,3463.6,1774.0,1498.5,4075.3,1566.6
6545.6,986.2,968.0,877.4,1493.6,1811.7,626.1,1953.6,2842.1,559.8,1191.6
2846.9,756.3,1404.2,4318.0,7601.8,2570.7,1579.1,1210.6,3746.6,4477.1,716.8
3745.6,1112.5,909.0,1598.9,3997.0,2315.8,2266.2,2397.0,2628.4,1650.2,2997.4
1066.6,3043.6,3588.9,3163.1,3297.2,2622.5,4622.8,293.7,3579.6,8781.2,1099.4
1005.3,5059.7,861.4,1060.6,2071.4,954.2,3641.0,960.4,2412.7,2270.1,6843.9
4592.8,1183.7,657.5,3534.7,1072.0,1382.2,774.4,3112.6,1077.9,1758.1,1780.1
2094.0,3069.6,1488.8,999.1,408.4,1962.8,1594.6,1024.2,1900.8,3586.0,4400.7
529.5,1354.7,3900.3,6482.3,940.3,5446.1,614.0,4530.7,1443.2,6312.3,1247.3
1411.0,1625.0,528.7,441.4,2719.3,3986.9,2939.7,663.0,2654.9,818.8,2505.2
4469.5,2425.9,5853.7,1603.6,1520.3,1908.1,617.6,1309.8,1405.1,1440.6,2240.9
553.2,723.1,4472.3,362.9,2960.5,1341.0,2055.1,6288.5,1627.9,2981.9,1894.8
1656.6,1500.4,3168.0,1007.0,731.0,1919.0,2109.5,420.2,1792.9,677.6,2985.4
427.1,8434.3,1379.5,905.1,1441.8,2821.5,3686.3,1451.8,571.9,685.5,2273.6
3983.3,4420.4,2068.3,3920.0,8348.9,4685.7,3780.6,948.4,3905.3,2614.9,3042.7
4958.6,2408.7,1665.6,768.2,1426.2,2143.7,2257.7,2197.6,3895.6,3613.0,1720.4
918.0,2457.0,10906.0,2337.9,1426.9,2775.7,2912.0,2886.3,5422.5,2462.4,5220.4
2173.7,6063.2,4747.6,3779.8,3399.4,11398.2,4278.2,916.5,2201.1,1463.0,9429.3
4920.4,9187.1,984.4,4364.9,606.9,505.9,1316.1,6062.6,817.2,1783.9,4680.1
3558.6,10646.1,1812.9,1269.9,753.3,1347.0,747.8,429.6,8696.8,1880.2,14374.0
923.9,1283.0,972.3,1082.9,3636.9,2844.3,3642.1,5291.3,4384.7,806.9,1189.1
1992.6,35677.2,3354.0,1969.1,3098.3,1116.0,2230.4,3880.5,1766.6,987.1,1698.8
1400.2,610.5,1144.5,593.3,672.2,725.8,3876.8,5951.1,529.1,6400.6,734.2
3286.3,2223.5,3006.9,711.5,424.2,951.2,2544.0,8651.8,793.3,1670.6,993.0
1783.3,385.8,5993.5,1843.1,3765.9,1501.5,2105.9,4460.9,2009.0,2067.6,958.0
1179.0,804.1,1001.8,4919.6,7683.9,666.6,2480.3,1402.3,5528.0,2014.0,1797.3
996.4,530.9,3323.4,2398.0,2445.4,1119.4,1609.0,3404.5,3966.7,704.3,1089.3
594.7,2123.9,3668.3,1446.7,1063.9,1382.7,11442.1,4691.7,3244.8,2335.7,1789.7
875.4,773.3,1147.9,843.0,1111.8,1666.5,1771.8,1100.7,2687.0,1554.3,2146.9
996.6,3147.3,1178.6,6547.5,1510.2,1676.1,2907.0,3461.6,3773.2,7483.6,3070.2
1713.7,1183.6,1624.5,5926.6,596.1,939.0,1517.5,929.0,1303.7,7669.4,1424.4
2513.2,479.8,748.5,3812.9,6866.6,2158.4,1415.4,2689.0,226.3,2171.8,783.0
3412.8,313.0,1093.7,1749.7,983.0,1338.9,3727.7,1773.0,858.8,3836.5,2210.1
2284.7,885.4,235.5,875.8,807.3,1106.9,922.0,1978.6,3658.1,4276.7,3532.5
881.7,1895.3,6324.2,508.9,5316.6,814.9,2287.0,2515.5,2104.7,10751.3,1421.3
487.1,2404.6,1578.1,2818.2,3661.7,1760.0,2563.3,2029.2,7581.8,1344.2,1043.5
3657.7,859.8,2474.3,1578.7,1667.3,12706.2,4852.6,4093.9,2764.1,1039.8,2228.7
2883.2,2120.0,1950.4,1315.6,2250.2,1187.4,3174.0,360.5,5361.5,633.1,769.9
2507.6,2784.9,9534.0,2291.7,1750.5,2107.0,6453.6,12575.7,1559.6,2791.2,1703.6
1676.7,8129.4,862.1,279.4,2330.8,4725.9,2155.8,2702.0,3300.8,1975.8,2821.6
2784.1,377.3,1980.5,513.8,1753.7,1216.6,4134.9,2198.5,2640.1,1551.3,4195.4
503.8,883.2,5059.6,1276.0,324.8,5779.7,4279.3,3193.2,1949.9,6826.7,4948.8
6237.2,3153.9,1994.7,1313.8,655.1,2701.7,2887.9,1366.7,2954.1,1386.1,3619.0
892.8,777.4,1491.5,3508.8,715.5,4187.0,485.9,1484.2,583.8,224.1,2424.0
1568.3,591.3,1196.0,2574.6,1346.8,1542.3,1314.5,1134.7,1123.0,1096.9,989.8
801.2,1334.4,1083.6,767.1,3336.9,4847.0,1807.9,1906.8,1038.9,4245.5,7263.0
1586.0,1191.4,2376.0,2004.5,1211.8,2635.8,3829.6,964.2,13816.6,530.4,914.7
2180.2,10910.7,1152.8,770.8,2805.7,1482.0,3078.5,1708.5,910.7,11838.4,170.1
7755.8,3814.7,995.8,8086.4,603.6,4050.1,341.7,722.9,721.5,991.8,1824.9
933.8,354.6,2619.6,1880.3,2507.8,2074.6,3879.2,1702.1,4064.4,972.1,1017.5
5436.2,5348.3,2861.2,887.8,832.4,5231.5,5004.7,1718.4,11772.3,2610.0,745.6
1450.3,1816.0,1937.4,4914.8,841.3,623.2,2927.4,1205.2,12566.7,3845.2,1187.6
4770.9,3243.2,3001.8,1639.6,2531.0,336.2,5185.8,115.7,1269.4,504.4,1211.1
1704.0,694.1,196.5,2133.8,9596.5,1365.1,3895.1,6024.0,395.4,1254.1,651.2
948.6,7055.8,2162.3,3398.4,1745.6,686.5,3110.4,4924.9,2330.6,2673.9,673.3
3182.7,5307.2,2499.1,429.5,6690.9,849.1,2465.7,3875.3,4288.5,428.4,1985.8
1883.4,5717.1,2609.7,5758.9,2784.8,1703.9,2111.4,6117.3,640.6,3732.2,1094.3
921.5,4100.0,892.1,2444.7,1222.7,274.4,2649.6,2000.3,392.3,1033.9,426.0
3246.6,5488.4,3567.4,3989.0,1194.8,2800.5,1795.0,2097.0,3889.1,4630.4,1323.7
586.3,1556.3,1517.1,2270.3,3520.6,390.9,1057.1,836.2,4918.3,1530.4,1199.5
2781.2,1125.1,1786.2,7717.6,7548.0,1305.2,1562.6,1101.9,387.3,4142.1,12545.0
1268.1,940.6,1453.5,1935.3,728.9,1252.9,4072.1,2002.0,4995.6,2420.7,756.6
1140.5,2205.5,736.5,663.9,696.6,2731.6,1348.9,4656.2,882.6,253.2,1628.5
6755.0,1858.7,603.2,493.0,4714.1,947.7,6207.0,3051.2,976.9,4599.5,863.4
568.0,903.8,3344.2,4493.4,1317.1,405.6,520.4,769.6,642.1,2235.8,8522.7
3417.4,733.2,1037.4,1212.7,2468.5,6355.0,1244.0,6192.1,9731.6,1366.6,1338.7
1354.9,1900.7,1357.6,3667.8,523.7,1178.9,2352.7,3626.7,10469.6,644.7,1073.2
295.0,744.0,439.2,1191.5,1506.1,2632.2,1423.9,2633.2,1980.8,791.0,469.2
2884.0,6749.4,13743.3,3821.4,5802.3,2615.4,2302.2,1975.9,1661.3,2938.5,1192.2
1606.9,704.6,2643.7,839.4,1857.5,2698.3,2889.1,3351.6,1524.4,2667.4,1225.0
373.6,2763.5,2295.7,4067.0,1771.8,501.4,1680.2,3674.8,2646.1,1607.8,477.8
795.7,2648.6,477.2,1401.6,1864.5,4536.7,2956.0,3905.9,2301.9,919.4,1106.6
857.4,2900.5,1037.8,1319.2,1840.9,6721.4,3058.6,974.3,2041.6,6775.4,2957.6
503.4,869.4,817.7,5724.9,4939.5,1096.6,1077.9,1873.9,1919.3,837.3,1481.3
565.2,5003.3,442.2,438.3,2560.7,672.2,1211.0,1901.8,3103.4,1514.9,7505.1
1807.4,4687.4,2259.4,9946.4,4216.2,1872.0,2990.1,1467.5,1455.8,637.3,947.1
9402.9,690.1,1070.2,1677.4,1722.7,2457.7,1242.3,2582.0,4509.4,4980.6,1459.7
2948.6,722.8,1015.0,707.0,1743.1,909.3,535.6,1327.7,453.6,5227.8,1157.5
3976.9,1219.7,695.1,4630.5,1941.0,8180.7,1244.9,1266.6,4039.3,4061.9,2044.2
26061.5,1444.5,654.9,810.7,1451.3,6093.8,1557.6,6328.6,2559.4,4301.4,2464.5
2448.9,3301.6,1149.0,1159.1,2391.4,8543.2,527.1,356.6,1464.1,4124.4,1883.9
709.5,1926.1,452.0,2990.3,1411.9,1693.2,2544.6,2131.4,1172.6,4133.5,3420.5
437.3,1503.9,761.9,655.6,2774.2,1292.8,1612.9,1058.1,2431.2,3110.9,10262.0
1564.3,567.5,1208.2,3560.5,974.5,552.4,990.8,1180.0,760.4,2151.6,1697.3
3400.8,1265.6,2825.5,1219.5,732.4,1171.0,495.4,7559.6,2026.4,956.9,1336.6
254.6,5695.8,5267.1,1970.5,2334.5,655.8,695.1,465.1,1589.5,4225.2,1330.7
2387.9,3956.3,493.1,7914.5,4563.6,2727.4,3786.8,3931.8,2285.0,5668.2,1258.7
2616.1,5204.7,210.0,2566.7,3228.2,460.9,2265.3,958.2,2483.6,1675.7,848.0
4392.8,1293.8,2243.9,5173.2,868.4,1819.7,1216.5,1454.3,10146.3,2605.6,2323.6
2749.8,2550.9,419.6,11354.9,560.3,7230.6,2964.3,2089.4,1416.0,14532.3,2932.4
1833.8,1178.3,1070.5,1882.7,858.8,3114.2,1078.7,4039.9,3968.2,1729.6,2876.2
2993.8,561.2,7225.4,1473.5,3154.1,3225.7,246.7,1069.0,3541.5,1900.4,3137.5
1946.7,4834.4,1980.7,5649.2,825.5,1632.5,1124.7,2467.4,1446.7,1504.8,1028.8
1250.6,1793.2,358.9,286.7,1895.6,197.3,1549.2,1337.1,2789.5,1056.1,6346.2
3563.6,539.2,1440.2,6134.9,1034.7,1733.1,5559.7,1173.2,4439.9,873.1,179.5
4831.1,2568.3,2707.1,754.2,803.8,4538.5,2196.4,1645.9,2157.6,6043.9,3225.8
1236.8,588.3,2894.1,863.4,702.1,5180.2,3633.4,2461.6,671.3,7565.9,4117.9
1418.0,1197.2,1925.2,1233.1,10609.3,1328.2,769.5,6442.9,1146.8,3391.9,3103.6
1725.3,830.1,1739.7,709.2,1774.1,3355.1,7145.4,757.3,1479.8,1188.1,2250.7
535.2,860.1,467.0,572.1,1066.0,6882.3,2387.7,1904.5,5310.9,2457.4,2649.3
1238.4,1085.9,633.4,1117.8,1444.6,2382.2,1755.6,1350.1,871.9,2488.2,1214.1
2399.6,391.3,2366.4,3286.3,2967.9,1544.8,3760.3,653.0,1683.5,1548.9,4142.8
359.1,775.5,7315.9,258.7,3468.7,1032.5,2216.7,5602.8,2286.0,5696.6,1219.4
1355.4,3393.0,1272.1,2915.7,4661.3,3621.6,511.3,1375.9,2265.3,1487.5,1926.6
2289.4,1186.5,1548.8,702.9,1233.6,533.1,1984.6,1549.1,869.0,7541.7,1485.7
2273.9,1084.7,1297.9,2343.8,1386.0,1812.8,3447.7,1194.6,622.8,533.2,5714.4
3808.2,3055.3,1275.6,622.4,1442.5,1677.9,731.3,558.0,452.9,3059.2,689.3
2315.8,1315.2,2897.8,2365.3,1501.8,2006.9,1655.3,1105.1,3960.3,1288.9,1686.7
582.8,2251.2,1109.4,1234.6,923.7,1637.3,363.2,3120.9,1753.0,1244.1,524.0
2556.7,1088.5,5140.3,2667.9,6171.7,2017.4,4282.4,2618.1,1260.4,2100.2,927.8
9461.9,1667.9,1846.4,2470.0,757.8,5203.6,796.1,664.4,1582.5,649.7,6307.9
1503.3,137.4,2121.7,2815.2,1290.6,611.1,1664.6,1229.8,828.4,772.0,2048.8
3723.5,2615.6,453.8,2958.3,3354.2,5513.5,845.6,1728.0,2847.0,1185.5,2811.7
1773.6,918.6,983.4,4912.0,814.7,710.2,2381.5,1764.4,633.1,1193.3,940.7
1082.1,13629.3,1419.3,893.4,9112.8,3679.8,3228.8,928.5,4690.0,3473.9,2033.8
458.0,1779.5,7215.2,2156.6,1337.9,1506.0,1591.8,953.7,1749.4,5734.1,5237.3
988.8,5017.7,3324.0,3000.9,2554.3,858.9,1307.1,3520.4,688.5,786.3,2309.9
961.4,3495.1,988.9,2198.4,2350.7,1229.5,1492.6,1049.4,1781.3,837.7,1512.0
3290.5,728.2,1224.6,2737.0,343.1,7978.2,4172.2,528.1,335.8,1851.4,737.9
3901.8,2478.0,1995.6,1145.7,6502.9,3303.6,2929.3,4722.3,800.2,5053.3,1463.1
2363.2,1595.3,402.5,3888.9,420.1,834.5,1258.6,378.8,749.6,2199.2,1370.2
1463.6,869.6,1876.1,1393.8,486.5,1539.6,669.5,3707.7,1321.9,13591.8,3918.7
1629.1,2874.4,339.7,3904.6,938.0,1942.6,1010.2,1099.9,1564.1,1922.7,1769.5
1805.2,492.5,11680.1,2176.7,2565.9,1377.5,898.5,2040.3,2278.8,5122.8,9529.0
5893.6,440.0,1251.0,2365.3,1312.6,1745.7,325.0,3757.0,403.3,513.9,802.9
1672.3,493.6,774.1,4533.1,1652.6,2557.6,672.5,1731.8,1621.8,957.0,1735.7
397.9,2568.0,1313.4,1471.8,3573.9,2554.5,1401.5,740.1,5234.0,618.9,2991.4
503.8,3768.0,4058.1,391.5,2590.1,2424.1,3173.0,2421.6,837.3,1519.6,6848.0
745.3,2340.9,4541.5,818.4,582.1,656.6,2479.9,652.2,1622.5,5415.5,1735.3
970.4,1998.9,1711.4,2597.0,6603.2,2483.5,9200.6,2602.5,978.6,11278.4,1636.2
777.5,11602.6,1005.8,974.7,1163.1,2062.6,3807.4,217.2,3794.1,1160.2,1299.4
7130.6,2144.5,2586.8,1739.2,3330.6,6597.3,249.6,4305.7,6233.1,2699.6,1051.6
719.2,11961.8,876.6,6088.2,2471.1,9289.7,1401.6,499.7,1811.2,550.5,15392.7
2991.7,3369.4,3371.2,1038.1,1626.8,1974.9,8562.2,716.5,1009.4,1352.4,1054.8
562.8,207.7,419.3,4355.6,1796.2,3527.8,1134.5,1671.3,6571.7,6261.5,3841.3
2125.9,2736.3,2432.1,1582.0,1308.3,4437.7,641.3,5942.5,1450.5,631.9,1168.6
898.3,1140.8,1124.2,1089.0,1413.2,1716.7,3331.2,1486.3,2346.8,1819.0,2786.3
1876.8,1077.7,867.3,2139.2,5007.6,1505.2,1032.1,1473.0,1153.9,1060.4,569.7
1486.9,2183.4,760.9,895.5,846.9,596.2,841.8,1543.4,617.9,1619.7,1029.9
859.9,2444.9,1083.4,1241.4,5107.2,866.1,6327.7,1368.9,728.6,1160.8,1910.3
4932.5,3425.7,1902.9,4954.1,401.5,2207.4,2316.8,2339.6,498.6,801.5,1582.6
4410.9,8368.3,1062.6,634.0,3472.4,14639.8,4383.3,993.4,17834.9,3132.0,960.2
8496.8,901.5,1100.1,3233.4,1772.4,1862.4,1864.9,4409.8,281.6,2270.2,1433.4
990.3,988.2,219.3,954.6,5076.5,3518.0,1551.4,584.6,3489.4,5155.8,4135.5
833.0,905.1,6800.3,687.2,2650.7,436.1,1421.9,2887.4,1765.2,2749.4,677.9
938.2,2658.3,3157.4,2155.7,3857.0,480.2,1245.2,7770.9,5048.1,3001.6,1596.7
4137.5,2548.6,537.0,4010.3,904.3,3320.1,496.3,6497.8,1451.1,744.4,1042.3
1380.9,1799.7,5190.1,1912.4,318.4,676.0,16416.3,2014.9,3868.5,1412.8,809.4
1230.3,2003.5,1251.1,8389.8,1104.3,777.5,3453.2,3810.8,1851.9,1116.9,395.2
4801.0,3622.2,1271.7,1896.3,1508.2,6654.1,788.1,1101.0,1019.0,2317.2,1891.1
2121.9,893.8,5930.8,1257.4,4675.4,22276.6,899.0,2377.7,1627.4,9179.3,1444.4
2206.0,2167.9,1668.5,3308.9,1948.3,2658.4,2145.0,1114.7,1458.0,2819.6,2810.4
4895.2,8001.6,1191.7,2014.0,1548.9,745.6,2840.2,3368.7,763.9,1340.0,1239.3
540.9,1756.2,723.3,2053.3,2242.4,2476.0,2573.6,6153.4,946.8,985.6,3053.8
1626.9,4448.2,2833.7,8387.4,1680.7,552.5,2374.5,1707.3,2772.7,3072.0,1178.9
806.6,1608.8,269.1,1928.6,1305.1,3602.3,369.2,1817.2,6380.4,3103.6,3962.1
2372.7,478.6,2065.7,2506.9,763.1,1634.0,177.5,1384.0,1275.3,5551.3,1115.9
1461.1,1697.0,1127.5,3215.8,367.3,4488.4,1790.9,5122.1,200.8,257.5,1431.4
2710.1,1159.9,2884.4,3964.2,3080.4,1963.8,1951.8,1105.6,1729.7,796.8,965.1
2728.5,1248.5,1002.2,2589.9,2450.2,1522.0,1605.0,2521.9,3925.2,2123.6,696.7
1514.5,1305.4,778.7,2692.8,2863.7,3232.4,818.3,2050.7,1799.0,2312.1,2005.8
1790.0,1625.9,4382.9,907.4,1574.1,4294.5,945.0,984.3,3252.4,578.7,3067.2
1222.1,2509.9,680.9,4666.0,682.8,3229.1,706.0,7682.0,1707.7,8610.1,939.1
1268.9,4762.7,577.7,1033.4,2686.7,800.3,2744.8,2072.1,538.7,3921.4,658.6
3351.0,2003.8,1256.4,746.7,2352.9,899.6,4752.2,4893.0,6725.3,2263.6,1308.4
1425.8,1344.7,2204.8,2563.9,4842.8,1837.4,588.4,1305.1,6277.2,520.5,3266.0
1322.8,891.8,2481.2,6302.9,2374.1,1465.5,641.1,1670.6,622.8,1411.0,1719.1
273.6,5489.9,671.3,1558.1,2771.3,5150.5,959.4,242.9,4285.2,665.4,2410.4
2533.3,134.1,496.8,1250.6,228.8,619.9,1994.8,1684.5,2303.4,2589.9,470.8
